product_id,nombre,fecha_venta,cantidad_vendida,stock_en_momento
102,Arroz Blanco 1kg,2024-03-16,15,1125
103,Aceite Vegetal 900ml,2024-03-16,16,245
104,Pasta Penne 500g,2024-03-16,8,368
105,Café Molido 250g,2024-03-16,9,145
106,Detergente Líquido 3L,2024-03-16,13,81
107,Atún en Conserva 140g,2024-03-16,19,749
108,Huevos (Docena),2024-03-16,12,30
109,Harina de Trigo 1kg,2024-03-16,7,538
110,Papel Higiénico 4u,2024-03-16,12,338
101,Leche Entera 1L,2024-03-17,9,431
102,Arroz Blanco 1kg,2024-03-17,12,1115
103,Aceite Vegetal 900ml,2024-03-17,16,234
104,Pasta Penne 500g,2024-03-17,16,365
105,Café Molido 250g,2024-03-17,13,141
106,Detergente Líquido 3L,2024-03-17,21,73
107,Atún en Conserva 140g,2024-03-17,15,735
108,Huevos (Docena),2024-03-17,12,23
109,Harina de Trigo 1kg,2024-03-17,16,536
110,Papel Higiénico 4u,2024-03-17,26,331
101,Leche Entera 1L,2024-03-18,11,427
102,Arroz Blanco 1kg,2024-03-18,9,1108
103,Aceite Vegetal 900ml,2024-03-18,9,223
104,Pasta Penne 500g,2024-03-18,10,354
105,Café Molido 250g,2024-03-18,13,133
106,Detergente Líquido 3L,2024-03-18,19,57
107,Atún en Conserva 140g,2024-03-18,8,725
108,Huevos (Docena),2024-03-18,14,16
109,Harina de Trigo 1kg,2024-03-18,10,525
110,Papel Higiénico 4u,2024-03-18,7,310
101,Leche Entera 1L,2024-03-19,10,421
102,Arroz Blanco 1kg,2024-03-19,20,1104
103,Aceite Vegetal 900ml,2024-03-19,15,219
104,Pasta Penne 500g,2024-03-19,6,349
105,Café Molido 250g,2024-03-19,11,125
106,Detergente Líquido 3L,2024-03-19,8,43
107,Atún en Conserva 140g,2024-03-19,14,722
108,Huevos (Docena),2024-03-19,10,7
109,Harina de Trigo 1kg,2024-03-19,7,520
110,Papel Higiénico 4u,2024-03-19,7,308
101,Leche Entera 1L,2024-03-20,7,416
102,Arroz Blanco 1kg,2024-03-20,8,1089
103,Aceite Vegetal 900ml,2024-03-20,9,209
104,Pasta Penne 500g,2024-03-20,8,348
105,Café Molido 250g,2024-03-20,7,119
106,Detergente Líquido 3L,2024-03-20,8,40
107,Atún en Conserva 140g,2024-03-20,20,713
108,Huevos (Docena),2024-03-20,12,2
109,Harina de Trigo 1kg,2024-03-20,4,518
110,Papel Higiénico 4u,2024-03-20,10,306
101,Leche Entera 1L,2024-03-21,7,414
102,Arroz Blanco 1kg,2024-03-21,5,1086
103,Aceite Vegetal 900ml,2024-03-21,12,205
104,Pasta Penne 500g,2024-03-21,11,345
105,Café Molido 250g,2024-03-21,15,117
106,Detergente Líquido 3L,2024-03-21,8,37
107,Atún en Conserva 140g,2024-03-21,12,698
108,Huevos (Docena),2024-03-21,14,0
109,Harina de Trigo 1kg,2024-03-21,6,519
110,Papel Higiénico 4u,2024-03-21,8,301
101,Leche Entera 1L,2024-03-22,8,412
102,Arroz Blanco 1kg,2024-03-22,8,1086
103,Aceite Vegetal 900ml,2024-03-22,12,198
104,Pasta Penne 500g,2024-03-22,10,339
105,Café Molido 250g,2024-03-22,10,107
106,Detergente Líquido 3L,2024-03-22,12,34
107,Atún en Conserva 140g,2024-03-22,14,691
108,Huevos (Docena),2024-03-22,13,0
109,Harina de Trigo 1kg,2024-03-22,9,518
110,Papel Higiénico 4u,2024-03-22,6,298
101,Leche Entera 1L,2024-03-23,8,409
102,Arroz Blanco 1kg,2024-03-23,15,1083
103,Aceite Vegetal 900ml,2024-03-23,18,191
104,Pasta Penne 500g,2024-03-23,12,334
105,Café Molido 250g,2024-03-23,13,102
106,Detergente Líquido 3L,2024-03-23,13,27
107,Atún en Conserva 140g,2024-03-23,12,682
108,Huevos (Docena),2024-03-23,17,0
109,Harina de Trigo 1kg,2024-03-23,20,514
110,Papel Higiénico 4u,2024-03-23,14,297
101,Leche Entera 1L,2024-03-24,21,406
102,Arroz Blanco 1kg,2024-03-24,12,1073
103,Aceite Vegetal 900ml,2024-03-24,19,178
104,Pasta Penne 500g,2024-03-24,15,327
105,Café Molido 250g,2024-03-24,9,94
106,Detergente Líquido 3L,2024-03-24,8,19
107,Atún en Conserva 140g,2024-03-24,13,675
108,Huevos (Docena),2024-03-24,12,0
109,Harina de Trigo 1kg,2024-03-24,15,499
110,Papel Higiénico 4u,2024-03-24,14,288
101,Leche Entera 1L,2024-03-25,11,390
102,Arroz Blanco 1kg,2024-03-25,15,1066
103,Aceite Vegetal 900ml,2024-03-25,12,164
104,Pasta Penne 500g,2024-03-25,13,317
105,Café Molido 250g,2024-03-25,11,90
106,Detergente Líquido 3L,2024-03-25,9,16
107,Atún en Conserva 140g,2024-03-25,9,667
108,Huevos (Docena),2024-03-25,11,0
109,Harina de Trigo 1kg,2024-03-25,8,489
110,Papel Higiénico 4u,2024-03-25,10,279
101,Leche Entera 1L,2024-03-26,8,384
102,Arroz Blanco 1kg,2024-03-26,11,1056
103,Aceite Vegetal 900ml,2024-03-26,10,157
104,Pasta Penne 500g,2024-03-26,9,309
105,Café Molido 250g,2024-03-26,8,84
106,Detergente Líquido 3L,2024-03-26,10,12
107,Atún en Conserva 140g,2024-03-26,8,663
108,Huevos (Docena),2024-03-26,5,0
109,Harina de Trigo 1kg,2024-03-26,9,486
110,Papel Higiénico 4u,2024-03-26,14,274
101,Leche Entera 1L,2024-03-27,12,381
102,Arroz Blanco 1kg,2024-03-27,8,1050
103,Aceite Vegetal 900ml,2024-03-27,18,152
104,Pasta Penne 500g,2024-03-27,7,305
105,Café Molido 250g,2024-03-27,12,81
106,Detergente Líquido 3L,2024-03-27,14,7
107,Atún en Conserva 140g,2024-03-27,10,660
108,Huevos (Docena),2024-03-27,10,0
109,Harina de Trigo 1kg,2024-03-27,5,482
110,Papel Higiénico 4u,2024-03-27,12,265
101,Leche Entera 1L,2024-03-28,12,374
102,Arroz Blanco 1kg,2024-03-28,11,1047
103,Aceite Vegetal 900ml,2024-03-28,9,139
104,Pasta Penne 500g,2024-03-28,10,303
105,Café Molido 250g,2024-03-28,10,74
106,Detergente Líquido 3L,2024-03-28,8,0
107,Atún en Conserva 140g,2024-03-28,14,655
108,Huevos (Docena),2024-03-28,12,0
109,Harina de Trigo 1kg,2024-03-28,10,482
110,Papel Higiénico 4u,2024-03-28,8,258
101,Leche Entera 1L,2024-03-29,9,367
102,Arroz Blanco 1kg,2024-03-29,8,1041
103,Aceite Vegetal 900ml,2024-03-29,8,135
104,Pasta Penne 500g,2024-03-29,7,298
105,Café Molido 250g,2024-03-29,7,69
106,Detergente Líquido 3L,2024-03-29,7,0
107,Atún en Conserva 140g,2024-03-29,12,646
108,Huevos (Docena),2024-03-29,14,0
109,Harina de Trigo 1kg,2024-03-29,6,477
110,Papel Higiénico 4u,2024-03-29,12,255
101,Leche Entera 1L,2024-03-30,16,363
102,Arroz Blanco 1kg,2024-03-30,13,1038
103,Aceite Vegetal 900ml,2024-03-30,15,132
104,Pasta Penne 500g,2024-03-30,8,296
105,Café Molido 250g,2024-03-30,20,67
106,Detergente Líquido 3L,2024-03-30,19,0
107,Atún en Conserva 140g,2024-03-30,16,639
108,Huevos (Docena),2024-03-30,9,0
109,Harina de Trigo 1kg,2024-03-30,20,476
110,Papel Higiénico 4u,2024-03-30,20,248
101,Leche Entera 1L,2024-03-31,17,352
102,Arroz Blanco 1kg,2024-03-31,13,1030
103,Aceite Vegetal 900ml,2024-03-31,9,122
104,Pasta Penne 500g,2024-03-31,16,293
105,Café Molido 250g,2024-03-31,17,52
106,Detergente Líquido 3L,2024-03-31,6,0
107,Atún en Conserva 140g,2024-03-31,22,628
108,Huevos (Docena),2024-03-31,16,0
109,Harina de Trigo 1kg,2024-03-31,15,461
110,Papel Higiénico 4u,2024-03-31,14,233
101,Leche Entera 1L,2024-04-01,12,340
102,Arroz Blanco 1kg,2024-04-01,10,1022
103,Aceite Vegetal 900ml,2024-04-01,16,118
104,Pasta Penne 500g,2024-04-01,6,282
105,Café Molido 250g,2024-04-01,9,40
106,Detergente Líquido 3L,2024-04-01,3,0
107,Atún en Conserva 140g,2024-04-01,11,611
108,Huevos (Docena),2024-04-01,12,0
109,Harina de Trigo 1kg,2024-04-01,10,451
110,Papel Higiénico 4u,2024-04-01,10,224
101,Leche Entera 1L,2024-04-02,7,333
102,Arroz Blanco 1kg,2024-04-02,9,1017
103,Aceite Vegetal 900ml,2024-04-02,11,107
104,Pasta Penne 500g,2024-04-02,11,281
105,Café Molido 250g,2024-04-02,10,36
106,Detergente Líquido 3L,2024-04-02,10,2
107,Atún en Conserva 140g,2024-04-02,8,605
108,Huevos (Docena),2024-04-02,10,0
109,Harina de Trigo 1kg,2024-04-02,17,446
110,Papel Higiénico 4u,2024-04-02,11,219
101,Leche Entera 1L,2024-04-03,13,331
102,Arroz Blanco 1kg,2024-04-03,8,1013
103,Aceite Vegetal 900ml,2024-04-03,5,101
104,Pasta Penne 500g,2024-04-03,15,275
105,Café Molido 250g,2024-04-03,10,31
106,Detergente Líquido 3L,2024-04-03,9,0
107,Atún en Conserva 140g,2024-04-03,15,602
108,Huevos (Docena),2024-04-03,11,0
109,Harina de Trigo 1kg,2024-04-03,12,434
110,Papel Higiénico 4u,2024-04-03,10,213
101,Leche Entera 1L,2024-04-04,12,323
102,Arroz Blanco 1kg,2024-04-04,10,1010
103,Aceite Vegetal 900ml,2024-04-04,9,101
104,Pasta Penne 500g,2024-04-04,13,265
105,Café Molido 250g,2024-04-04,6,26
106,Detergente Líquido 3L,2024-04-04,12,0
107,Atún en Conserva 140g,2024-04-04,10,592
108,Huevos (Docena),2024-04-04,13,0
109,Harina de Trigo 1kg,2024-04-04,10,427
110,Papel Higiénico 4u,2024-04-04,11,208
101,Leche Entera 1L,2024-04-05,10,316
102,Arroz Blanco 1kg,2024-04-05,15,1005
103,Aceite Vegetal 900ml,2024-04-05,10,97
104,Pasta Penne 500g,2024-04-05,14,257
105,Café Molido 250g,2024-04-05,9,25
106,Detergente Líquido 3L,2024-04-05,6,0
107,Atún en Conserva 140g,2024-04-05,11,587
108,Huevos (Docena),2024-04-05,7,0
109,Harina de Trigo 1kg,2024-04-05,12,422
110,Papel Higiénico 4u,2024-04-05,6,202
101,Leche Entera 1L,2024-04-06,16,311
102,Arroz Blanco 1kg,2024-04-06,23,995
103,Aceite Vegetal 900ml,2024-04-06,14,92
104,Pasta Penne 500g,2024-04-06,18,248
105,Café Molido 250g,2024-04-06,17,21
106,Detergente Líquido 3L,2024-04-06,24,0
107,Atún en Conserva 140g,2024-04-06,13,581
108,Huevos (Docena),2024-04-06,18,0
109,Harina de Trigo 1kg,2024-04-06,15,415
110,Papel Higiénico 4u,2024-04-06,16,201
101,Leche Entera 1L,2024-04-07,19,300
102,Arroz Blanco 1kg,2024-04-07,8,977
103,Aceite Vegetal 900ml,2024-04-07,9,83
104,Pasta Penne 500g,2024-04-07,13,235
105,Café Molido 250g,2024-04-07,17,9
106,Detergente Líquido 3L,2024-04-07,15,0
107,Atún en Conserva 140g,2024-04-07,17,573
108,Huevos (Docena),2024-04-07,11,0
109,Harina de Trigo 1kg,2024-04-07,15,405
110,Papel Higiénico 4u,2024-04-07,12,190
101,Leche Entera 1L,2024-04-08,8,286
102,Arroz Blanco 1kg,2024-04-08,9,974
103,Aceite Vegetal 900ml,2024-04-08,5,79
104,Pasta Penne 500g,2024-04-08,13,227
105,Café Molido 250g,2024-04-08,11,0
106,Detergente Líquido 3L,2024-04-08,10,0
107,Atún en Conserva 140g,2024-04-08,15,561
108,Huevos (Docena),2024-04-08,9,0
109,Harina de Trigo 1kg,2024-04-08,6,395
110,Papel Higiénico 4u,2024-04-08,11,183
101,Leche Entera 1L,2024-04-09,13,283
102,Arroz Blanco 1kg,2024-04-09,7,970
103,Aceite Vegetal 900ml,2024-04-09,14,79
104,Pasta Penne 500g,2024-04-09,6,219
105,Café Molido 250g,2024-04-09,10,0
106,Detergente Líquido 3L,2024-04-09,6,0
107,Atún en Conserva 140g,2024-04-09,16,551
108,Huevos (Docena),2024-04-09,6,0
109,Harina de Trigo 1kg,2024-04-09,13,394
110,Papel Higiénico 4u,2024-04-09,17,177
101,Leche Entera 1L,2024-04-10,5,275
102,Arroz Blanco 1kg,2024-04-10,6,968
103,Aceite Vegetal 900ml,2024-04-10,13,70
104,Pasta Penne 500g,2024-04-10,14,218
105,Café Molido 250g,2024-04-10,5,0
106,Detergente Líquido 3L,2024-04-10,18,0
107,Atún en Conserva 140g,2024-04-10,12,540
108,Huevos (Docena),2024-04-10,7,0
109,Harina de Trigo 1kg,2024-04-10,7,386
110,Papel Higiénico 4u,2024-04-10,9,165
101,Leche Entera 1L,2024-04-11,7,275
102,Arroz Blanco 1kg,2024-04-11,6,967
103,Aceite Vegetal 900ml,2024-04-11,6,62
104,Pasta Penne 500g,2024-04-11,14,209
105,Café Molido 250g,2024-04-11,4,0
106,Detergente Líquido 3L,2024-04-11,11,0
107,Atún en Conserva 140g,2024-04-11,5,533
108,Huevos (Docena),2024-04-11,8,0
109,Harina de Trigo 1kg,2024-04-11,13,384
110,Papel Higiénico 4u,2024-04-11,9,161
101,Leche Entera 1L,2024-04-12,10,273
102,Arroz Blanco 1kg,2024-04-12,8,966
103,Aceite Vegetal 900ml,2024-04-12,9,61
104,Pasta Penne 500g,2024-04-12,11,200
105,Café Molido 250g,2024-04-12,14,1
106,Detergente Líquido 3L,2024-04-12,13,0
107,Atún en Conserva 140g,2024-04-12,10,533
108,Huevos (Docena),2024-04-12,10,0
109,Harina de Trigo 1kg,2024-04-12,11,376
110,Papel Higiénico 4u,2024-04-12,12,157
101,Leche Entera 1L,2024-04-13,15,268
102,Arroz Blanco 1kg,2024-04-13,13,963
103,Aceite Vegetal 900ml,2024-04-13,18,57
104,Pasta Penne 500g,2024-04-13,16,194
105,Café Molido 250g,2024-04-13,10,0
106,Detergente Líquido 3L,2024-04-13,18,0
107,Atún en Conserva 140g,2024-04-13,17,528
108,Huevos (Docena),2024-04-13,17,0
109,Harina de Trigo 1kg,2024-04-13,14,370
110,Papel Higiénico 4u,2024-04-13,17,150
101,Leche Entera 1L,2024-04-14,13,258
102,Arroz Blanco 1kg,2024-04-14,9,955
103,Aceite Vegetal 900ml,2024-04-14,14,44
104,Pasta Penne 500g,2024-04-14,16,183
105,Café Molido 250g,2024-04-14,15,0
106,Detergente Líquido 3L,2024-04-14,10,0
107,Atún en Conserva 140g,2024-04-14,19,516
108,Huevos (Docena),2024-04-14,13,0
109,Harina de Trigo 1kg,2024-04-14,17,361
110,Papel Higiénico 4u,2024-04-14,19,138
101,Leche Entera 1L,2024-04-15,7,250
102,Arroz Blanco 1kg,2024-04-15,9,951
103,Aceite Vegetal 900ml,2024-04-15,15,35
104,Pasta Penne 500g,2024-04-15,7,172
105,Café Molido 250g,2024-04-15,14,0
106,Detergente Líquido 3L,2024-04-15,10,0
107,Atún en Conserva 140g,2024-04-15,9,502
108,Huevos (Docena),2024-04-15,7,0
109,Harina de Trigo 1kg,2024-04-15,13,349
110,Papel Higiénico 4u,2024-04-15,12,124
101,Leche Entera 1L,2024-04-16,7,248
102,Arroz Blanco 1kg,2024-04-16,10,947
103,Aceite Vegetal 900ml,2024-04-16,5,25
104,Pasta Penne 500g,2024-04-16,11,170
105,Café Molido 250g,2024-04-16,6,0
106,Detergente Líquido 3L,2024-04-16,11,0
107,Atún en Conserva 140g,2024-04-16,11,498
108,Huevos (Docena),2024-04-16,13,0
109,Harina de Trigo 1kg,2024-04-16,5,341
110,Papel Higiénico 4u,2024-04-16,9,117
101,Leche Entera 1L,2024-04-17,7,246
102,Arroz Blanco 1kg,2024-04-17,7,942
103,Aceite Vegetal 900ml,2024-04-17,12,25
104,Pasta Penne 500g,2024-04-17,10,164
105,Café Molido 250g,2024-04-17,12,0
106,Detergente Líquido 3L,2024-04-17,11,0
107,Atún en Conserva 140g,2024-04-17,11,492
108,Huevos (Docena),2024-04-17,15,0
109,Harina de Trigo 1kg,2024-04-17,6,341
110,Papel Higiénico 4u,2024-04-17,8,113
101,Leche Entera 1L,2024-04-18,16,244
102,Arroz Blanco 1kg,2024-04-18,11,940
103,Aceite Vegetal 900ml,2024-04-18,8,18
104,Pasta Penne 500g,2024-04-18,10,159
105,Café Molido 250g,2024-04-18,16,0
106,Detergente Líquido 3L,2024-04-18,7,0
107,Atún en Conserva 140g,2024-04-18,11,486
108,Huevos (Docena),2024-04-18,10,0
109,Harina de Trigo 1kg,2024-04-18,9,340
110,Papel Higiénico 4u,2024-04-18,10,110
101,Leche Entera 1L,2024-04-19,11,233
102,Arroz Blanco 1kg,2024-04-19,9,934
103,Aceite Vegetal 900ml,2024-04-19,15,15
104,Pasta Penne 500g,2024-04-19,4,154
105,Café Molido 250g,2024-04-19,11,0
106,Detergente Líquido 3L,2024-04-19,11,0
107,Atún en Conserva 140g,2024-04-19,12,480
108,Huevos (Docena),2024-04-19,13,0
109,Harina de Trigo 1kg,2024-04-19,6,336
110,Papel Higiénico 4u,2024-04-19,13,105
101,Leche Entera 1L,2024-04-20,12,227
102,Arroz Blanco 1kg,2024-04-20,24,930
103,Aceite Vegetal 900ml,2024-04-20,26,5
104,Pasta Penne 500g,2024-04-20,7,155
105,Café Molido 250g,2024-04-20,15,0
106,Detergente Líquido 3L,2024-04-20,16,0
107,Atún en Conserva 140g,2024-04-20,12,473
108,Huevos (Docena),2024-04-20,15,0
109,Harina de Trigo 1kg,2024-04-20,14,335
110,Papel Higiénico 4u,2024-04-20,21,97
101,Leche Entera 1L,2024-04-21,9,220
102,Arroz Blanco 1kg,2024-04-21,18,911
103,Aceite Vegetal 900ml,2024-04-21,14,0
104,Pasta Penne 500g,2024-04-21,16,153
105,Café Molido 250g,2024-04-21,17,0
106,Detergente Líquido 3L,2024-04-21,10,0
107,Atún en Conserva 140g,2024-04-21,14,466
108,Huevos (Docena),2024-04-21,14,0
109,Harina de Trigo 1kg,2024-04-21,17,326
110,Papel Higiénico 4u,2024-04-21,14,81
101,Leche Entera 1L,2024-04-22,9,216
102,Arroz Blanco 1kg,2024-04-22,16,898
103,Aceite Vegetal 900ml,2024-04-22,12,0
104,Pasta Penne 500g,2024-04-22,14,142
105,Café Molido 250g,2024-04-22,11,0
106,Detergente Líquido 3L,2024-04-22,12,0
107,Atún en Conserva 140g,2024-04-22,4,457
108,Huevos (Docena),2024-04-22,5,0
109,Harina de Trigo 1kg,2024-04-22,8,314
110,Papel Higiénico 4u,2024-04-22,5,72
101,Leche Entera 1L,2024-04-23,13,212
102,Arroz Blanco 1kg,2024-04-23,14,887
103,Aceite Vegetal 900ml,2024-04-23,7,0
104,Pasta Penne 500g,2024-04-23,7,133
105,Café Molido 250g,2024-04-23,9,0
106,Detergente Líquido 3L,2024-04-23,6,0
107,Atún en Conserva 140g,2024-04-23,5,458
108,Huevos (Docena),2024-04-23,7,0
109,Harina de Trigo 1kg,2024-04-23,10,311
110,Papel Higiénico 4u,2024-04-23,14,72
101,Leche Entera 1L,2024-04-24,9,204
102,Arroz Blanco 1kg,2024-04-24,12,878
103,Aceite Vegetal 900ml,2024-04-24,5,0
104,Pasta Penne 500g,2024-04-24,10,131
105,Café Molido 250g,2024-04-24,13,0
106,Detergente Líquido 3L,2024-04-24,4,0
107,Atún en Conserva 140g,2024-04-24,8,458
108,Huevos (Docena),2024-04-24,12,0
109,Harina de Trigo 1kg,2024-04-24,12,306
110,Papel Higiénico 4u,2024-04-24,14,63
101,Leche Entera 1L,2024-04-25,14,200
102,Arroz Blanco 1kg,2024-04-25,6,871
103,Aceite Vegetal 900ml,2024-04-25,10,0
104,Pasta Penne 500g,2024-04-25,16,126
105,Café Molido 250g,2024-04-25,7,0
106,Detergente Líquido 3L,2024-04-25,11,1
107,Atún en Conserva 140g,2024-04-25,12,455
108,Huevos (Docena),2024-04-25,7,0
109,Harina de Trigo 1kg,2024-04-25,10,299
110,Papel Higiénico 4u,2024-04-25,11,54
101,Leche Entera 1L,2024-04-26,9,191
102,Arroz Blanco 1kg,2024-04-26,8,870
103,Aceite Vegetal 900ml,2024-04-26,8,0
104,Pasta Penne 500g,2024-04-26,7,115
105,Café Molido 250g,2024-04-26,10,0
106,Detergente Líquido 3L,2024-04-26,9,0
107,Atún en Conserva 140g,2024-04-26,14,448
108,Huevos (Docena),2024-04-26,8,0
109,Harina de Trigo 1kg,2024-04-26,15,294
110,Papel Higiénico 4u,2024-04-26,7,48
101,Leche Entera 1L,2024-04-27,21,187
102,Arroz Blanco 1kg,2024-04-27,12,867
103,Aceite Vegetal 900ml,2024-04-27,19,0
104,Pasta Penne 500g,2024-04-27,13,113
105,Café Molido 250g,2024-04-27,14,0
106,Detergente Líquido 3L,2024-04-27,11,0
107,Atún en Conserva 140g,2024-04-27,10,439
108,Huevos (Docena),2024-04-27,11,0
109,Harina de Trigo 1kg,2024-04-27,19,284
110,Papel Higiénico 4u,2024-04-27,12,46
101,Leche Entera 1L,2024-04-28,10,171
102,Arroz Blanco 1kg,2024-04-28,20,860
103,Aceite Vegetal 900ml,2024-04-28,10,0
104,Pasta Penne 500g,2024-04-28,10,105
105,Café Molido 250g,2024-04-28,17,0
106,Detergente Líquido 3L,2024-04-28,20,0
107,Atún en Conserva 140g,2024-04-28,10,434
108,Huevos (Docena),2024-04-28,11,0
109,Harina de Trigo 1kg,2024-04-28,10,270
110,Papel Higiénico 4u,2024-04-28,21,39
101,Leche Entera 1L,2024-04-29,12,166
102,Arroz Blanco 1kg,2024-04-29,12,845
103,Aceite Vegetal 900ml,2024-04-29,13,0
104,Pasta Penne 500g,2024-04-29,7,100
105,Café Molido 250g,2024-04-29,10,0
106,Detergente Líquido 3L,2024-04-29,11,0
107,Atún en Conserva 140g,2024-04-29,9,429
108,Huevos (Docena),2024-04-29,12,0
109,Harina de Trigo 1kg,2024-04-29,15,265
110,Papel Higiénico 4u,2024-04-29,10,23
101,Leche Entera 1L,2024-04-30,5,159
102,Arroz Blanco 1kg,2024-04-30,7,838
103,Aceite Vegetal 900ml,2024-04-30,10,0
104,Pasta Penne 500g,2024-04-30,12,98
105,Café Molido 250g,2024-04-30,9,0
106,Detergente Líquido 3L,2024-04-30,12,0
107,Atún en Conserva 140g,2024-04-30,9,425
